Département,Code Postal,Ville,Agence d'Intervention,Actif
38,38650,Saint-Martin-de-la-Cluze,Marseile,Oui
38,38350,Cognet,Marseile,Oui
38,38470,Cognin-les-Gorges,Marseile,Oui
38,38690,Colombe,Marseile,Oui
38,38190,La Combe-de-Lancey,Marseile,Oui
38,38630,Corbelin,Marseile,Oui
38,38700,Corenc,Marseile,Oui
38,38710,Cornillon-en-Trièves,Marseile,Oui
38,38970,Corps,Marseile,Oui
38,38250,Corrençon-en-Vercors,Marseile,Oui
38,38260,La Côte-Saint-André,Marseile,Oui
38,38138,Les Côtes-d'Arey,Marseile,Oui
38,38970,Les Côtes-de-Corps,Marseile,Oui
38,38500,Coublevie,Marseile,Oui
38,38122,Cour-et-Buis,Marseile,Oui
38,38510,Courtenay,Marseile,Oui
38,38300,Crachier,Marseile,Oui
38,38210,Cras,Marseile,Oui
38,38460,Crémieu,Marseile,Oui
38,38510,Creys-Mépieu,Marseile,Oui
38,38920,Crolles,Marseile,Oui
38,38300,Culin,Marseile,Oui
38,38790,Diémoz,Marseile,Oui
38,38460,Dizimieu,Marseile,Oui
38,38730,Doissin,Marseile,Oui
38,38110,Dolomieu,Marseile,Oui
38,38300,Domarin,Marseile,Oui
38,38420,Domène,Marseile,Oui
38,38130,Échirolles,Marseile,Oui
38,38300,Eclose-Badinières,Marseile,Oui
38,38360,Engins,Marseile,Oui
38,38740,Entraigues,Marseile,Oui
38,38380,Entre-deux-Guiers,Marseile,Oui
38,38300,Les Éparres,Marseile,Oui
38,38780,Estrablin,Marseile,Oui
38,38320,Eybens,Marseile,Oui
38,38690,Eydoche,Marseile,Oui
38,38780,Eyzin-Pinet,Marseile,Oui
38,38260,Faramans,Marseile,Oui
38,38110,Faverges-de-la-Tour,Marseile,Oui
38,38580,Le Haut-Bréda,Marseile,Oui
38,38530,La Flachère,Marseile,Oui
38,38690,Flachères,Marseile,Oui
38,38600,Fontaine,Marseile,Oui
38,38120,Fontanil-Cornillon,Marseile,Oui
38,38590,La Forteresse,Marseile,Oui
38,38080,Four,Marseile,Oui
38,38142,Le Freney-d'Oisans,Marseile,Oui
38,38260,La Frette,Marseile,Oui
38,38190,Froges,Marseile,Oui
38,38290,Frontonas,Marseile,Oui
38,38520,La Garde,Marseile,Oui
38,38610,Gières,Marseile,Oui
38,38260,Gillonnay,Marseile,Oui
38,38570,Goncelin,Marseile,Oui
38,38690,Le Grand-Lemps,Marseile,Oui
38,38490,Granieu,Marseile,Oui
38,38540,Grenay,Marseile,Oui
38,38000,Grenoble,Marseile,Oui
38,38650,Gresse-en-Vercors,Marseile,Oui
38,38450,Le Gua,Marseile,Oui
38,38320,Herbeys,Marseile,Oui
38,38540,Heyrieux,Marseile,Oui
38,38118,Hières-sur-Amby,Marseile,Oui
38,38750,Huez,Marseile,Oui
38,38570,Hurtières,Marseile,Oui
38,38080,L'Isle-d'Abeau,Marseile,Oui
38,38140,Izeaux,Marseile,Oui
38,38160,Izeron,Marseile,Oui
38,38280,Janneyrias,Marseile,Oui
38,38270,Jarcieu,Marseile,Oui
38,38200,Jardin,Marseile,Oui
38,38560,Jarrie,Marseile,Oui
38,38220,Laffrey,Marseile,Oui
38,38930,Lalley,Marseile,Oui
38,38250,Lans-en-Vercors,Marseile,Oui
38,38190,Laval-en-Belledonne,Marseile,Oui
38,38350,Lavaldens,Marseile,Oui
38,38710,Lavars,Marseile,Oui
38,38270,Lentiol,Marseile,Oui
38,38460,Leyrieu,Marseile,Oui
38,38440,Lieudieu,Marseile,Oui
38,38220,Livet-et-Gavet,Marseile,Oui
38,38690,Longechenal,Marseile,Oui
38,38660,Lumbin,Marseile,Oui
38,38200,Luzinay,Marseile,Oui
38,38470,Malleval-en-Vercors,Marseile,Oui
38,38350,Marcieu,Marseile,Oui
38,38260,Marcilloles,Marseile,Oui
38,38270,Marcollin,Marseile,Oui
38,38980,Marnans,Marseile,Oui
38,38620,Massieu,Marseile,Oui
38,38300,Maubec,Marseile,Oui
38,38350,Mayres-Savel,Marseile,Oui
38,38112,Autrans-Méaudre en Vercors,Marseile,Oui
38,38710,Mens,Marseile,Oui
38,38620,Merlas,Marseile,Oui
38,38240,Meylan,Marseile,Oui
38,38300,Meyrié,Marseile,Oui
38,38440,Meyrieu-les-Étangs,Marseile,Oui
38,38440,Meyssiez,Marseile,Oui
38,38450,Miribel-Lanchâtre,Marseile,Oui
38,38380,Miribel-les-Échelles,Marseile,Oui
38,38142,Mizoën,Marseile,Oui
38,38440,Moidieu-Détourbe,Marseile,Oui
38,38430,Moirans,Marseile,Oui
38,38270,Moissieu-sur-Dolon,Marseile,Oui
38,38970,Monestier-d'Ambel,Marseile,Oui
38,38650,Monestier-de-Clermont,Marseile,Oui
38,38930,Monestier-du-Percy,Marseile,Oui
38,38122,Monsteroux-Milieu,Marseile,Oui
38,38160,Montagne,Marseile,Oui
38,38110,Montagnieu,Marseile,Oui
38,38390,Montalieu-Vercieu,Marseile,Oui
38,38210,Montaud,Marseile,Oui
38,38330,Montbonnot-Saint-Martin,Marseile,Oui
38,38890,Montcarra,Marseile,Oui
38,38220,Montchaboud,Marseile,Oui
38,38860,Les Deux Alpes,Marseile,Oui
38,38770,Monteynard,Marseile,Oui
38,38940,Montfalcon,Marseile,Oui
38,38620,Montferrat,Marseile,Oui
38,38690,Montrevel,Marseile,Oui
38,38120,Mont-Saint-Martin,Marseile,Oui
38,38122,Montseveroux,Marseile,Oui
38,38460,Moras,Marseile,Oui
38,38510,Morestel,Marseile,Oui
38,38210,Morette,Marseile,Oui
38,38350,La Morte,Marseile,Oui
38,38770,La Motte-d'Aveillans,Marseile,Oui
38,38770,La Motte-Saint-Martin,Marseile,Oui
38,38260,Mottier,Marseile,Oui
38,38580,Le Moutaret,Marseile,Oui
38,38350,La Mure,Marseile,Oui
38,38140,La Murette,Marseile,Oui
38,38420,Murianette,Marseile,Oui
38,38160,Murinais,Marseile,Oui
38,38350,Nantes-en-Ratier,Marseile,Oui
38,38470,Serre-Nerpol,Marseile,Oui
38,38300,Nivolas-Vermelle,Marseile,Oui
38,38450,Notre-Dame-de-Commiers,Marseile,Oui
38,38470,Notre-Dame-de-l'Osier,Marseile,Oui
38,38220,Notre-Dame-de-Mésage,Marseile,Oui
38,38144,Notre-Dame-de-Vaulx,Marseile,Oui
38,38360,Noyarey,Marseile,Oui
38,38460,Optevoz,Marseile,Oui
38,38350,Oris-en-Rattier,Marseile,Oui
38,38260,Ornacieux-Balbins,Marseile,Oui
38,38520,Ornon,Marseile,Oui
38,38520,Oulles,Marseile,Oui
38,38690,Oyeu,Marseile,Oui
38,38780,Oytier-Saint-Oblas,Marseile,Oui
38,38114,Oz,Marseile,Oui
38,38270,Pact,Marseile,Oui
38,38260,Pajay,Marseile,Oui
38,38850,Villages du Lac de Paladru,Marseile,Oui
38,38460,Panossas,Marseile,Oui
38,38390,Parmilieu,Marseile,Oui
38,38490,Le Passage,Marseile,Oui
38,38510,Arandon-Passins,Marseile,Oui
38,38550,Le Péage-de-Roussillon,Marseile,Oui
38,38970,Pellafol,Marseile,Oui
38,38260,Penol,Marseile,Oui
38,38930,Le Percy,Marseile,Oui
38,38570,La Pierre,Marseile,Oui
38,38119,Pierre-Châtel,Marseile,Oui
38,38270,Pisieu,Marseile,Oui
38,38590,Plan,Marseile,Oui
38,38320,Poisat,Marseile,Oui
38,38210,Poliénas,Marseile,Oui
38,38260,Pommier-de-Beaurepaire,Marseile,Oui
38,38350,Ponsonnas,Marseile,Oui
38,38530,Pontcharra,Marseile,Oui
38,38480,Le Pont-de-Beauvoisin,Marseile,Oui
38,38230,Pont-de-Chéruy,Marseile,Oui
38,38800,Le Pont-de-Claix,Marseile,Oui
38,38780,Pont-Évêque,Marseile,Oui
38,38680,Pont-en-Royans,Marseile,Oui
38,38390,Porcieu-Amblagnieu,Marseile,Oui
38,38710,Prébois,Marseile,Oui
38,38680,Presles,Marseile,Oui
38,38480,Pressins,Marseile,Oui
38,38270,Primarette,Marseile,Oui
38,38120,Proveysieux,Marseile,Oui
38,38350,Prunières,Marseile,Oui
38,38950,Quaix-en-Chartreuse,Marseile,Oui
38,38970,Quet-en-Beaumont,Marseile,Oui
38,38470,Quincieu,Marseile,Oui
38,38140,Réaumont,Marseile,Oui
38,38140,Renage,Marseile,Oui
38,38680,Rencurel,Marseile,Oui
38,38420,Revel,Marseile,Oui
38,38270,Revel-Tourdan,Marseile,Oui
38,38121,Reventin-Vaugris,Marseile,Oui
38,38140,Rives,Marseile,Oui
38,38210,La Rivière,Marseile,Oui
38,38090,Roche,Marseile,Oui
38,38370,Les Roches-de-Condrieu,Marseile,Oui
38,38110,Rochetoirin,Marseile,Oui
38,38650,Roissard,Marseile,Oui
38,38480,Romagnieu,Marseile,Oui
38,38150,Roussillon,Marseile,Oui
38,38470,Rovon,Marseile,Oui
38,38440,Royas,Marseile,Oui
38,38940,Roybon,Marseile,Oui
38,38300,Ruy-Montceau,Marseile,Oui
38,38550,Sablons,Marseile,Oui
38,38190,Sainte-Agnès,Marseile,Oui
38,38300,Saint-Agnin-sur-Bion,Marseile,Oui
38,38080,Saint-Alban-de-Roche,Marseile,Oui
38,38370,Saint-Alban-du-Rhône,Marseile,Oui
38,38480,Saint-Albin-de-Vaulserre,Marseile,Oui
38,38650,Saint-Andéol,Marseile,Oui
38,38680,Saint-André-en-Royans,Marseile,Oui
38,38490,Saint-André-le-Gaz,Marseile,Oui
38,38440,Sainte-Anne-sur-Gervonde,Marseile,Oui
38,38160,Saint Antoine l'Abbaye,Marseile,Oui
38,38160,Saint-Appolinard,Marseile,Oui
38,38350,Saint-Arey,Marseile,Oui
38,38960,Saint-Aupre,Marseile,Oui
38,38270,Saint-Barthélemy,Marseile,Oui
38,38220,Saint-Barthélemy-de-Séchilienne,Marseile,Oui
38,38118,Saint-Baudille-de-la-Tour,Marseile,Oui
38,38710,Saint-Baudille-et-Pipet,Marseile,Oui
38,38140,Saint-Blaise-du-Buis,Marseile,Oui
38,38110,Sainte-Blandine,Marseile,Oui
38,38840,Saint-Bonnet-de-Chavagne,Marseile,Oui
38,38620,Saint-Bueil,Marseile,Oui
38,38500,Saint-Cassien,Marseile,Oui
38,38890,Saint-Chef,Marseile,Oui
38,38520,Saint-Christophe-en-Oisans,Marseile,Oui
38,38380,Saint-Christophe-sur-Guiers,Marseile,Oui
38,38110,Saint-Clair-de-la-Tour,Marseile,Oui
38,38370,Saint-Clair-du-Rhône,Marseile,Oui
38,38940,Saint-Clair-sur-Galaure,Marseile,Oui
38,38690,Saint-Didier-de-Bizonnes,Marseile,Oui
38,38110,Saint-Didier-de-la-Tour,Marseile,Oui
38,38120,Saint-Égrève,Marseile,Oui
38,38960,Saint-Étienne-de-Crossey,Marseile,Oui
38,38590,Saint-Étienne-de-Saint-Geoirs,Marseile,Oui
38,38620,Saint-Geoire-en-Valdaine,Marseile,Oui
38,38590,Saint-Geoirs,Marseile,Oui
38,38450,Saint-Georges-de-Commiers,Marseile,Oui
38,38790,Saint-Georges-d'Espéranche,Marseile,Oui
38,38470,Saint-Gervais,Marseile,Oui
38,38650,Saint-Guillaume,Marseile,Oui
38,38460,Saint-Hilaire-de-Brens,Marseile,Oui
38,38260,Saint-Hilaire-de-la-Côte,Marseile,Oui
38,38840,Saint-Hilaire-du-Rosier,Marseile,Oui
38,38660,Plateau-des-Petites-Roches,Marseile,Oui
38,38350,Saint-Honoré,Marseile,Oui
38,38330,Saint-Ismier,Marseile,Oui
38,38480,Saint-Jean-d'Avelanne,Marseile,Oui
38,38440,Saint-Jean-de-Bournay,Marseile,Oui
38,38430,Saint-Jean-de-Moirans,Marseile,Oui
38,38110,Saint-Jean-de-Soudain,Marseile,Oui
38,38220,Saint-Jean-de-Vaulx,Marseile,Oui
38,38710,Saint-Jean-d'Hérans,Marseile,Oui
38,38420,Saint-Jean-le-Vieux,Marseile,Oui
38,38134,Saint-Joseph-de-Rivière,Marseile,Oui
38,38122,Saint-Julien-de-l'Herms,Marseile,Oui
38,38134,La Sure en Chartreuse,Marseile,Oui
38,38540,Saint-Just-Chaleyssin,Marseile,Oui
38,38680,Saint-Just-de-Claix,Marseile,Oui
38,38840,Saint-Lattier,Marseile,Oui
38,38380,Saint-Laurent-du-Pont,Marseile,Oui
38,38350,Saint-Laurent-en-Beaumont,Marseile,Oui
38,38970,Sainte-Luce,Marseile,Oui
38,38080,Saint-Marcel-Bel-Accueil,Marseile,Oui
38,38160,Saint-Marcellin,Marseile,Oui
38,38660,Sainte-Marie-d'Alloix,Marseile,Oui
38,38660,Sainte-Marie-du-Mont,Marseile,Oui
38,38930,Saint-Martin-de-Clelles,Marseile,Oui
38,38480,Saint-Martin-de-Vaulserre,Marseile,Oui
38,38400,Saint-Martin-d'Hères,Marseile,Oui
38,38410,Saint-Martin-d'Uriage,Marseile,Oui
38,38950,Saint-Martin-le-Vinoux,Marseile,Oui
38,38930,Saint-Maurice-en-Trièves,Marseile,Oui
38,38550,Saint-Maurice-l'Exil,Marseile,Oui
38,38530,Saint-Maximin,Marseile,Oui
38,38590,Saint-Michel-de-Saint-Geoirs,Marseile,Oui
38,38350,Saint-Michel-en-Beaumont,Marseile,Oui
38,38650,Saint-Michel-les-Portes,Marseile,Oui
38,38190,Saint-Mury-Monteymond,Marseile,Oui
38,38330,Saint-Nazaire-les-Eymes,Marseile,Oui
38,38500,Saint-Nicolas-de-Macherin,Marseile,Oui
38,38250,Saint-Nizier-du-Moucherotte,Marseile,Oui
38,38490,Saint-Ondras,Marseile,Oui
38,38760,Saint-Paul-de-Varces,Marseile,Oui
38,38140,Saint-Paul-d'Izeaux,Marseile,Oui
38,38650,Saint-Paul-lès-Monestier,Marseile,Oui
38,38830,Crêts en Belledonne,Marseile,Oui
38,38870,Saint-Pierre-de-Bressieux,Marseile,Oui
38,38380,Saint-Pierre-de-Chartreuse,Marseile,Oui
38,38160,Saint-Pierre-de-Chérennes,Marseile,Oui
38,38350,Saint-Pierre-de-Méaroz,Marseile,Oui
38,38220,Saint-Pierre-de-Mésage,Marseile,Oui
38,38380,Saint-Pierre-d'Entremont,Marseile,Oui
38,38370,Saint-Prim,Marseile,Oui
38,38070,Saint-Quentin-Fallavier,Marseile,Oui
38,38210,Saint-Quentin-sur-Isère,Marseile,Oui
38,38460,Saint-Romain-de-Jalionas,Marseile,Oui
38,38150,Saint-Romain-de-Surieu,Marseile,Oui
38,38160,Saint-Romans,Marseile,Oui
38,38160,Saint-Sauveur,Marseile,Oui
38,38300,Saint-Savin,Marseile,Oui
38,38710,Châtel-en-Trièves,Marseile,Oui
38,38870,Saint-Siméon-de-Bressieux,Marseile,Oui
38,38510,Saint-Sorlin-de-Morestel,Marseile,Oui
38,38200,Saint-Sorlin-de-Vienne,Marseile,Oui
38,38620,Saint-Sulpice-des-Rivoires,Marseile,Oui
38,38119,Saint-Théoffrey,Marseile,Oui
38,38160,Saint-Vérand,Marseile,Oui
38,38110,Saint-Victor-de-Cessieu,Marseile,Oui
38,38510,Saint-Victor-de-Morestel,Marseile,Oui
38,38660,Saint-Vincent-de-Mercuze,Marseile,Oui
38,38890,Salagnon,Marseile,Oui
38,38150,Salaise-sur-Sanne,Marseile,Oui
38,38970,La Salette-Fallavaux,Marseile,Oui
38,38350,La Salle-en-Beaumont,Marseile,Oui
38,38700,Le Sappey-en-Chartreuse,Marseile,Oui
38,38700,Sarcenas,Marseile,Oui
38,38260,Sardieu,Marseile,Oui
38,38360,Sassenage,Marseile,Oui
38,38290,Satolas-et-Bonce,Marseile,Oui
38,38440,Savas-Mépin,Marseile,Oui
38,38220,Séchilienne,Marseile,Oui
38,38260,Porte-des-Bonnevaux,Marseile,Oui
38,38780,Septème,Marseile,Oui
38,38300,Sérézin-de-la-Tour,Marseile,Oui
38,38510,Sermérieu,Marseile,Oui
38,38200,Serpaize,Marseile,Oui
38,38170,Seyssinet-Pariset,Marseile,Oui
38,38180,Seyssins,Marseile,Oui
38,38200,Seyssuel,Marseile,Oui
38,38460,Siccieu-Saint-Julien-et-Carisieu,Marseile,Oui
38,38350,Siévoz,Marseile,Oui
38,38590,Sillans,Marseile,Oui
38,38650,Sinard,Marseile,Oui
38,38460,Soleymieu,Marseile,Oui
38,38840,La Sône,Marseile,Oui
38,38150,Sonnay,Marseile,Oui
38,38350,Sousville,Marseile,Oui
38,38300,Succieu,Marseile,Oui
38,38350,Susville,Marseile,Oui
38,38470,Têche,Marseile,Oui
38,38570,Tencin,Marseile,Oui
38,38660,La Terrasse,Marseile,Oui
38,38570,Theys,Marseile,Oui
38,38260,Thodure,Marseile,Oui
38,38230,Tignieu-Jameyzieu,Marseile,Oui
38,38690,Torchefelon,Marseile,Oui
38,38110,La Tour-du-Pin,Marseile,Oui
38,38660,Le Touvet,Marseile,Oui
38,38300,Tramolé,Marseile,Oui
38,38650,Treffort,Marseile,Oui
38,38710,Tréminis,Marseile,Oui
38,38460,Trept,Marseile,Oui
38,38700,La Tronche,Marseile,Oui
38,38210,Tullins,Marseile,Oui
38,38740,Valbonnais,Marseile,Oui
38,38540,Valencin,Marseile,Oui
38,38730,Valencogne,Marseile,Oui
38,38350,La Valette,Marseile,Oui
38,38740,Valjouffrey,Marseile,Oui
38,38470,Varacieux,Marseile,Oui
38,38760,Varces-Allières-et-Risset,Marseile,Oui
38,38890,Vasselin,Marseile,Oui
38,38470,Vatilieu,Marseile,Oui
38,38114,Vaujany,Marseile,Oui
38,38410,Vaulnaveys-le-Bas,Marseile,Oui
38,38410,Vaulnaveys-le-Haut,Marseile,Oui
38,38090,Vaulx-Milieu,Marseile,Oui
38,38620,Velanne,Marseile,Oui
38,38460,Vénérieu,Marseile,Oui
38,38610,Venon,Marseile,Oui
38,38460,Vernas,Marseile,Oui
38,38150,Vernioz,Marseile,Oui
38,38290,La Verpillière,Marseile,Oui
38,38420,Le Versoud,Marseile,Oui
38,38390,Vertrieu,Marseile,Oui
38,38113,Veurey-Voroize,Marseile,Oui
38,38460,Veyssilieu,Marseile,Oui
38,38510,Vézeronce-Curtin,Marseile,Oui
38,38200,Vienne,Marseile,Oui
38,38450,Vif,Marseile,Oui
38,38890,Vignieu,Marseile,Oui
38,38190,Villard-Bonnot,Marseile,Oui
38,38250,Villard-de-Lans,Marseile,Oui
38,38520,Villard-Notre-Dame,Marseile,Oui
38,38114,Villard-Reculas,Marseile,Oui
38,38520,Villard-Reymond,Marseile,Oui
38,38119,Villard-Saint-Christophe,Marseile,Oui
38,38090,Villefontaine,Marseile,Oui
38,38460,Villemoirieu,Marseile,Oui
38,38440,Villeneuve-de-Marc,Marseile,Oui
38,38150,Ville-sous-Anjou,Marseile,Oui
38,38280,Villette-d'Anthon,Marseile,Oui
38,38200,Villette-de-Vienne,Marseile,Oui
38,38470,Vinay,Marseile,Oui
38,38730,Val-de-Virieu,Marseile,Oui
38,38980,Viriville,Marseile,Oui
38,38220,Vizille,Marseile,Oui
38,38500,Voiron,Marseile,Oui
38,38620,Voissant,Marseile,Oui
38,38340,Voreppe,Marseile,Oui
38,38210,Vourey,Marseile,Oui
38,38410,Chamrousse,Marseile,Oui
39,39500,Abergement-la-Ronce,Marseile,Oui
39,39600,Abergement-le-Grand,Marseile,Oui
39,39800,Abergement-le-Petit,Marseile,Oui
39,39110,Abergement-lès-Thésy,Marseile,Oui
39,39110,Aiglepierre,Marseile,Oui
39,39270,Alièze,Marseile,Oui
39,39700,Amange,Marseile,Oui
39,39110,Andelot-en-Montagne,Marseile,Oui
39,39320,Andelot-Morval,Marseile,Oui
39,39120,Annoire,Marseile,Oui
39,39600,Arbois,Marseile,Oui
39,39290,Archelange,Marseile,Oui
39,39300,Ardon,Marseile,Oui
39,39240,Arinthod,Marseile,Oui
39,39140,Arlay,Marseile,Oui
39,39240,Aromas,Marseile,Oui
39,39600,Les Arsures,Marseile,Oui
39,39250,Arsure-Arsurette,Marseile,Oui
39,39270,La Chailleuse,Marseile,Oui
39,39120,Asnans-Beauvoisin,Marseile,Oui
39,39700,Audelange,Marseile,Oui
39,39190,Augea,Marseile,Oui
39,39380,Augerans,Marseile,Oui
39,39270,Augisey,Marseile,Oui
39,39800,Aumont,Marseile,Oui
39,39410,Aumur,Marseile,Oui
39,39100,Authume,Marseile,Oui
39,39700,Auxange,Marseile,Oui
39,39200,Avignon-lès-Saint-Claude,Marseile,Oui
39,39120,Balaiseaux,Marseile,Oui
39,39160,Balanod,Marseile,Oui
39,39380,Bans,Marseile,Oui
39,39130,Barésia-sur-l'Ain,Marseile,Oui
39,39700,La Barre,Marseile,Oui
39,39800,Barretaine,Marseile,Oui
39,39210,Baume-les-Messieurs,Marseile,Oui
39,39100,Baverans,Marseile,Oui
39,39190,Beaufort-Orbagna,Marseile,Oui
39,39270,Beffia,Marseile,Oui
39,39310,Bellecombe,Marseile,Oui
39,39400,Bellefontaine,Marseile,Oui
39,39380,Belmont,Marseile,Oui
39,39800,Bersaillin,Marseile,Oui
39,39800,Besain,Marseile,Oui
39,39290,Biarne,Marseile,Oui
39,39150,Bief-des-Maisons,Marseile,Oui
39,39250,Bief-du-Fourg,Marseile,Oui
39,39800,Biefmorin,Marseile,Oui
39,39250,Billecul,Marseile,Oui
39,39140,Bletterans,Marseile,Oui
39,39210,Blois-sur-Seille,Marseile,Oui
39,39130,Blye,Marseile,Oui
39,39220,Bois-d'Amont,Marseile,Oui
39,39230,Bois-de-Gand,Marseile,Oui
39,39130,Boissia,Marseile,Oui
39,39240,La Boissière,Marseile,Oui
39,39130,Bonlieu,Marseile,Oui
39,39800,Bonnefontaine,Marseile,Oui
39,39570,Bornay,Marseile,Oui
39,39370,Les Bouchoux,Marseile,Oui
39,39300,Bourg-de-Sirod,Marseile,Oui
39,39110,Bracon,Marseile,Oui
39,39800,Brainans,Marseile,Oui
39,39290,Brans,Marseile,Oui
39,39700,La Bretenière,Marseile,Oui
39,39120,Bretenières,Marseile,Oui
39,39100,Brevans,Marseile,Oui
39,39570,Briod,Marseile,Oui
39,39320,Broissia,Marseile,Oui
39,39800,Buvilly,Marseile,Oui
39,39250,Censeau,Marseile,Oui
39,39110,Cernans,Marseile,Oui
39,39250,Cerniébaud,Marseile,Oui
39,39240,Cernon,Marseile,Oui
39,39570,Cesancey,Marseile,Oui
39,39120,Chaînée-des-Coupis,Marseile,Oui
39,39150,Les Chalesmes,Marseile,Oui
39,39270,Chambéria,Marseile,Oui
39,39380,Chamblay,Marseile,Oui
39,39800,Chamole,Marseile,Oui
39,39600,Champagne-sur-Loue,Marseile,Oui
39,39290,Champagney,Marseile,Oui
39,39300,Champagnole,Marseile,Oui
39,39500,Champdivers,Marseile,Oui
39,39230,Champrougier,Marseile,Oui
39,39100,Champvans,Marseile,Oui
39,01590,Chancia,Marseile,Oui
39,39110,La Chapelle-sur-Furieuse,Marseile,Oui
39,39140,Chapelle-Voland,Marseile,Oui
39,39300,Chapois,Marseile,Oui
39,39260,Charchilla,Marseile,Oui
39,39130,Charcier,Marseile,Oui
39,39250,Charency,Marseile,Oui
39,39130,Charézier,Marseile,Oui
39,39230,La Charme,Marseile,Oui
39,39240,Charnod,Marseile,Oui
39,39230,La Chassagne,Marseile,Oui
39,39210,Château-Chalon,Marseile,Oui
39,39600,La Châtelaine,Marseile,Oui
39,39380,Chatelay,Marseile,Oui
39,39130,Châtel-de-Joux,Marseile,Oui
39,39230,Le Chateley,Marseile,Oui
39,39300,Châtelneuf,Marseile,Oui
39,39700,Châtenois,Marseile,Oui
39,39130,Châtillon,Marseile,Oui
39,39230,Chaumergy,Marseile,Oui
39,39150,La Chaumusse,Marseile,Oui
39,39800,Chaussenans,Marseile,Oui
39,39120,Chaussin,Marseile,Oui
39,39150,Chaux-des-Crotenay,Marseile,Oui
39,39150,Nanchez,Marseile,Oui
39,39150,La Chaux-du-Dombief,Marseile,Oui
39,39230,La Chaux-en-Bresse,Marseile,Oui
39,39110,Chaux-Champagny,Marseile,Oui
39,39270,Chavéria,Marseile,Oui
39,39230,Chemenot,Marseile,Oui
39,39240,Saint-Hymetière-sur-Valouse,Marseile,Oui
39,39120,Chemin,Marseile,Oui
39,39120,Chêne-Bernard,Marseile,Oui
39,39230,Chêne-Sec,Marseile,Oui
39,39290,Chevigny,Marseile,Oui
39,39190,Chevreaux,Marseile,Oui
39,39130,Chevrotaine,Marseile,Oui
39,39570,Chille,Marseile,Oui
39,39570,Chilly-le-Vignoble,Marseile,Oui
39,39110,Chilly-sur-Salins,Marseile,Oui
39,39380,Chissey-sur-Loue,Marseile,Oui
39,39100,Choisey,Marseile,Oui
39,39370,Choux,Marseile,Oui
39,39300,Cize,Marseile,Oui
39,39130,Clairvaux-les-Lacs,Marseile,Oui
39,39110,Clucy,Marseile,Oui
39,39130,Cogna,Marseile,Oui
39,39200,Coiserette,Marseile,Oui
39,39800,Colonne,Marseile,Oui
39,39140,Commenailles,Marseile,Oui
39,39570,Condamine,Marseile,Oui
39,39240,Condes,Marseile,Oui
39,39570,Conliège,Marseile,Oui
39,39300,Conte,Marseile,Oui
39,39240,Cornod,Marseile,Oui
39,39140,Cosges,Marseile,Oui
39,39570,Courbette,Marseile,Oui
39,39570,Courbouzon,Marseile,Oui
39,39570,Courlans,Marseile,Oui
39,39570,Courlaoux,Marseile,Oui
39,39700,Courtefontaine,Marseile,Oui
39,39190,Cousance,Marseile,Oui
39,39200,Coyrière,Marseile,Oui
39,39260,Coyron,Marseile,Oui
39,39600,Cramans,Marseile,Oui
39,39570,Hauteroche,Marseile,Oui
39,39300,Crans,Marseile,Oui
39,39260,Crenans,Marseile,Oui
39,39270,Cressia,Marseile,Oui
39,39100,Crissey,Marseile,Oui
39,39300,Crotenay,Marseile,Oui
39,39260,Les Crozets,Marseile,Oui
39,39190,Cuisia,Marseile,Oui
39,39250,Cuvier,Marseile,Oui
39,39290,Dammartin-Marpain,Marseile,Oui
39,39500,Damparis,Marseile,Oui
39,39700,Dampierre,Marseile,Oui
39,39230,Darbonnay,Marseile,Oui
39,39130,Denezières,Marseile,Oui
39,39120,Le Deschaux,Marseile,Oui
39,39140,Desnes,Marseile,Oui
39,39230,Les Deux-Fays,Marseile,Oui
39,39190,Digna,Marseile,Oui
39,39100,Dole,Marseile,Oui
39,39210,Domblans,Marseile,Oui
39,39270,Dompierre-sur-Mont,Marseile,Oui
39,39130,Doucier,Marseile,Oui
39,39110,Dournon,Marseile,Oui
39,39250,Doye,Marseile,Oui
39,39240,Dramelay,Marseile,Oui
39,39700,Éclans-Nenon,Marseile,Oui
39,39600,Écleux,Marseile,Oui
39,39270,Écrille,Marseile,Oui
39,39150,Entre-deux-Monts,Marseile,Oui
39,39160,Val-d'Épy,Marseile,Oui
39,39300,Équevillon,Marseile,Oui
39,39120,Les Essards-Taignevaux,Marseile,Oui
39,39250,Esserval-Tartre,Marseile,Oui
39,39130,Étival,Marseile,Oui
39,39570,L'Étoile,Marseile,Oui
39,39700,Étrepigney,Marseile,Oui
39,39700,Évans,Marseile,Oui
39,39700,Falletans,Marseile,Oui
39,39250,La Favière,Marseile,Oui
39,39800,Fay-en-Montagne,Marseile,Oui
39,39600,La Ferté,Marseile,Oui
39,39800,Le Fied,Marseile,Oui
39,39520,Foncine-le-Bas,Marseile,Oui
39,39460,Foncine-le-Haut,Marseile,Oui
39,39140,Fontainebrux,Marseile,Oui
39,39130,Fontenu,Marseile,Oui
39,39150,Fort-du-Plasne,Marseile,Oui
39,39100,Foucherans,Marseile,Oui
39,39230,Foulenay,Marseile,Oui
39,39700,Fraisans,Marseile,Oui
39,39230,Francheville,Marseile,Oui
39,39250,Fraroz,Marseile,Oui
39,39290,Frasne-les-Meulières,Marseile,Oui
39,39130,La Frasnée,Marseile,Oui
39,39130,Le Frasnois,Marseile,Oui
39,39570,Frébuans,Marseile,Oui
